제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
고2 이과가 쓰는 쌤 후기,[후기],"엄현태 : 그냥 자습서 빼다박아서 수업함. 김영배-재미=엄현태 라고 생각하면 됨.

배상복 : 나름 추가적인 정보도 알려주고 자습서로 수업안함. 경상도 사투리가 매우 심함. 수업은 졸린편.

임진혁 : 올해 초임선생. 수업방식은 그냥 영어문장 쭉 읽고 해석. 별 도움안됨.

장순섭 : 수학만 봤을때 나름 잘 가르치는편. 감정기복이 매우심함. 동원고 4대천왕 중 한명.

+ 동원고 4대천왕이라 하면은 대개 정강현, 김영배, 장순섭, 김인규를 떠올림.

김종태 : 연세대 물리학과 출신. 스카이에듀를 버리고 동원고를 고른 과거 자신의 선택을 매우 후회함. 나긋나긋해서 졸림.

김영래 : 헤이 리나 큰일나써 비듬이 많아서 셰슈해야게써. 띵야띵야. 푸클브루아이~. 별 희한한 유행어를 창조해냄. 학기초엔 재밌지만 하도 많이해서 여름방학쯤 되면 재미없음.

이성석 : 와이바이오 멱살캐리함. 이과새끼들은 친해져라. 수업은 졸린편.

김기태 : 이성석T에 밀려 영원한 동원고 생명 2타 신세임. 재밌는얘기 많이 해줌. 수능형 유전문제는 잘 못푸는듯.

한희수 : 영원한 동원고 지구과학 1타임. 판서 위주로 수업하며 일찍 끝내줘서 좋음.

박경환 : 동원고 소지섭이라 하던데 그 정도는 아니고 동원고 팅커벨정도 됨. PPT를 이용하여 수업해서 이해력을 높여줌. 한희수T 명퇴하면 아마 한동안은 박경환T가 지구과학 1타 먹을듯함.

박용호 : 동원고 실세 중 한명. 수업시간에 학생들 면전에 방구 존나 뀜. 보는 내가 세상살이 귀찮아질 정도로 귀차니즘에 빠져있음. G20 중국어 통역을 담당했었음.

이멍나 : 중국원어민. 화장이 많이 두꺼움. 웃을때 완전 귀여움. 옷 잘입는편.

김은선 : 음악쌤. 영복여중-영복여고-이화여대-동원고라는 이상한 테크를 탔음. 목소리가 카랑카랑함.

장유순 : 박사모. 경희대 ROTC 출신임. 군대얘기 개좋아함.

우상운 : 갓갓갓. 축구할때 가히 동원고 사비로 빙의함. 중원에서 패스 뿌려주는데 ㅆㅅㅌㅊ. 자유시간 많이 줌.","ㅇㅇ(119.17) 2018.11.19 18:25:40
조회 3766 추천 8 댓글 9",추천 8,조회 3766,2018.11.19 18:25:40,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=193&page=35
고2이과 쌤 후기(밑에글이랑 다름),[후기],"엄현태:김영배-재미=엄현태 이거 한문장 씹반박불가
자면 계속 일어서게해서 자기 힘듦

배상복:그냥 졸림

류희영:자면 항상 세수나 발씻고오게 시킴
수업은 문제집 사진찍어서 TV로보여주고 답알려줌
본인피셜 젊었을때 날라다녔다는데 ㄹㅇ일듯

이상식:항상 50분풀수업
이름값 오짐

최종웅:뭐 말안해도 알지?

김종태:10분 늦게들어오고 10분 일찍나감
근데 수업은 할건다함

한희수:지과 1타 맞음
판서위주로 하는데 그림 깔끔하게 잘그림
단점은 막대기하나 들고다니면서 그걸로 교탁 존나쳐서
좀 시끄러움

김기태:중간중간 드립치는거 꿀잼
이시간에 자면 무슨 수모를 당할지모르니 조심하자

송재일(일본어):자는 시간이니까 개꿀빨아라

장유순:장유순 얘기하면 항상 나오는말이 박사모인데
막상 정치얘기를 한적이없어서 잘 모르겠음
그냥 그럼 가끔 꼰대짓하는거 말고는

우상운:거의 99% 자유시간임
겉모습과 다르게 착하시다

쓰다보니까 느낀건데
벌써 고3이네










개씨발","ㅇㅇ(121.137) 2018.11.22 20:47:40
조회 1597 추천 0 댓글 4",추천 0,조회 1597,2018.11.22 20:47:40,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=195&page=35
와 동원고 갤도 있었네 ㅋㅋㅋㅋ,[졸업생],"2013년에 졸업했으니 벌써 졸업한 지 7년 된 틀딱임..

갑자기 옛날 생각나서 나무위키에 검색해서 보고 있었는데 동원고 갤러리 있다는 거 보고 신기해서 찾아왔다 ㅋㅋㅋ

기억나는 선생은 김영배랑 장순섭이 투탑인데

영배는 하이테크 펜 쓰는 놈 있으면 걔 필통이랑 가방을 5층에서 창밖으로 던지질 않나, 하얼빈에서 이토 히로부미를 죽였다고 하질 않나, 들어오자마자 교탁 바로 앞에 앉은 놈 등짝 때리거나 다이제 처먹인게 아직도 기억난다. 지금도 있냐??

아 그 예전에 sns에 영배 검도복 입고 있는 사진 그거 우리 반이었음 ㅋㅋ

무튼 동붕이 선후배들 여기서 보니 반갑노","ㅇㅇ(219.240) 2020.03.11 02:46:58
조회 800 추천 0 댓글 5",추천 0,조회 800,2020.03.11 02:46:58,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=657&page=35
컴퓨터 공학과를 진학하려는 신입 동붕이들을 위한 개꿀팁,[후기],"학교에서 컴퓨터 관련된거 ㅈ도 없으니까 정시나 준비하자
- dc official App","ㅇㅇ 2020.03.10 21:27:40
조회 313 추천 0 댓글 1",추천 0,조회 313,2020.03.10 21:27:40,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=654&page=35
동붕이들아 좌표떳다,[일반],"방금 딱 부계파고 오는중 
낄낄^^
- dc official App","ㅇㅇ(8.38) 2020.03.09 23:29:03
조회 773 추천 10 댓글 6",추천 10,조회 773,2020.03.09 23:29:03,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=651&page=35
동원고에서,[일반],연고머 갈려면 전교에서 몇등해야뎌??,"학취통과 2020.03.09 01:37:32
조회 353 추천 0 댓글 3",추천 0,조회 353,2020.03.09 01:37:32,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=650&page=35
갤 대문 바꿈,[일반],새 마크 구해왔음,"나이트 2020.03.08 17:46:07
조회 503 추천 8 댓글 6",추천 8,조회 503,2020.03.08 17:46:07,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=649&page=35
박,[일반],"종
- dc official App","ㅇㅇ(223.62) 2020.03.07 14:34:09
조회 173 추천 0 댓글 4",추천 0,조회 173,2020.03.07 14:34:09,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=646&page=35
와.. 2004년 졸업생인데,[졸업생],"그 김영배가 아직까지 학교 다녔다는게 더 신기하다.


애들 엄청 때리던거랑 (심지어는 못생겼다는 이유로 앞에 앉아있는 애 때림)

학부모랑 1:1 면담한 답시고 돌아가면서 고기 얻어먹은거 아직도 기억남.

2002년도에 내 담임이었는데

미숙이 따먹은 썰 푸는 저질 인성과

수업에 대한 이해도없이 그저 빡빡하게 칠판을 가득 채우는 지루한 수업스타일은 기억에 남음

무슨 깜지도 하루에 30장씩 써서 내야 했고 그냥 ㅁㅊㄴ이었음

옛날같이 지금 그랬으면 교육부 신고 들어가서 구속되도 할말 없는 수준","ㅇ(211.189) 2020.03.05 16:16:34
조회 1646 추천 21 댓글 5",추천 21,조회 1646,2020.03.05 16:16:34,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=642&page=35
신입 받아라,[일반],영어 미친거 아니냐??,"ㅇㅇ(121.254) 2020.03.04 22:32:20
조회 360 추천 0 댓글 8",추천 0,조회 360,2020.03.04 22:32:20,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=641&page=35
야이십새들아 안녕들하냐,[졸업생],"나는 2015년 입학생인데
한달전에 전역했다
ㅍㅌㅊ??
개강기다리고있는데 너무 지루하다 ^^

가끔 그 좆같았던 언덕길이 그립다

고럼 ㅅㄱ들해라.","ㅇㅇ(223.62) 2020.03.04 20:24:22
조회 569 추천 5 댓글 7",추천 5,조회 569,2020.03.04 20:24:22,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=640&page=35
노무현 아직도 학교에서 인싸임?,[졸업생],"우리때는 애들이름 전부 노씨로 바꾸기가 유행이여서 슨상님이 오늘 안온애 누구야? 그러면 애들이  ""노성석이요"" 말하고 슨상님이 ""??? 그런애 없는데  ???"" 말하는식이였고

생각보다 응디시티라던지 이런건 애들이 별로 안한듯

지금은 응디시티는 교가에 노무현은 공공재임?","혼종학교동1고(117.111) 2020.03.04 18:14:11
조회 313 추천 0 댓글 2",추천 0,조회 313,2020.03.04 18:14:11,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=639&page=35
이성석선생님 담임인 새끼들 잘봐라,[후기],"무조건 복종하고 시키는거 잘해라 그래야 편하다
- dc official App","ㅇㅇ(61.254) 2020.03.03 23:32:34
조회 614 추천 0 댓글 1",추천 0,조회 614,2020.03.03 23:32:34,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=636&page=35
올해 3학년 11반 담임 누구냐,[일반],올해 3학년 11반인데 아직도 담임 이름 모름,"ㅇㅇ(221.163) 2020.03.03 23:00:59
조회 157 추천 0 댓글 0",추천 0,조회 157,2020.03.03 23:00:59,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=635&page=35
동원고 학습 과제,[일반],"동원고 홈페이지에 신학기 휴업에 따른 학습과제 안내라고 뭐떴는데, 이거 필수로 해야함??","신입(119.64) 2020.03.03 21:39:54
조회 223 추천 0 댓글 2",추천 0,조회 223,2020.03.03 21:39:54,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=632&page=35
ㅂㅈㅇ 레전드 막 올라옴,[일반],아 ㅋㅋㅋ...,"ㅇㅇ(1.242) 2020.03.03 19:16:01
조회 308 추천 4 댓글 3",추천 4,조회 308,2020.03.03 19:16:01,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=630&page=35
올해 동원고등학교 입학생인데 이정도면 1등급 ㄱㄴ?,[일반],"모의고사 풀면 수학 1~2개 틀리고 영어는 1등급 걸쳤다말았다
과학, 사회는 1등급 걸치고 역사는 만점","ㅇㅇ(125.178) 2020.03.03 17:13:22
조회 489 추천 0 댓글 7",추천 0,조회 489,2020.03.03 17:13:22,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=628&page=35
이번에 동원고 가는 신입인데 정보나 조언 좀,[일반],아무거나 ㅇㅋ (유익하면),"ㅇㅇ(125.178) 2020.03.02 23:47:39
조회 445 추천 0 댓글 14",추천 0,조회 445,2020.03.02 23:47:39,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=625&page=35
야름방학 코삭 ㅋㅋㅋㅋㅋㅋ,[일반],"ㅋㅋㅋㅋㅋ
- dc official App","ㅇㅇ(121.136) 2020.03.02 21:47:50
조회 106 추천 0 댓글 0",추천 0,조회 106,2020.03.02 21:47:50,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=623&page=35
동원구호 준비!,[일반],"동원동원 세계로 나가자 동원동원

ㅇㅑ!
- dc official App","ㅇㅇ(223.62) 2020.03.02 01:21:34
조회 183 추천 0 댓글 4",추천 0,조회 183,2020.03.02 01:21:34,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=621&page=35
그런 거 올리지마,[일반],ㅇㅂ 프레임 생겨,"나이트 2020.03.01 13:08:46
조회 182 추천 1 댓글 3",추천 1,조회 182,2020.03.01 13:08:46,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=620&page=35
동붕이 일주일 째 집밖에 안 나가고 있다,[일반],"이쯤 되면 자가격리 아니냐?
- dc official App","ㅇㅇ(114.108) 2020.02.29 17:47:27
조회 133 추천 0 댓글 1",추천 0,조회 133,2020.02.29 17:47:27,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=614&page=35
주딱 파딱은 들어와봐라......jpg,[일반],"니들 재학생이냐? 아님 졸업생?
- dc official App","ㅇㅇ(210.103) 2020.02.29 16:34:53
조회 152 추천 0 댓글 2",추천 0,조회 152,2020.02.29 16:34:53,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=613&page=35
글써달라고?,[일반],"동 하^^
- dc official App","ㅇㅇ(180.228) 2020.02.29 16:22:41
조회 107 추천 0 댓글 1",추천 0,조회 107,2020.02.29 16:22:41,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=612&page=35
공기택선생님 페이스북......,[후기],"그렇다고
- dc official App","ㅇㅇ(61.254) 2020.02.28 19:16:15
조회 1101 추천 10 댓글 7",추천 10,조회 1101,2020.02.28 19:16:15,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=608&page=35
고3 수업시간에 정시공부 가능임?,[일반],"다른 과목 공부 가능?
되는 쌤 안 되는 쌤 알려줘요 선배님들","ㅇㅇ(118.220) 2020.02.27 23:15:57
조회 374 추천 1 댓글 4",추천 1,조회 374,2020.02.27 23:15:57,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=606&page=35
동붕이들아 문재인 탄핵 청원 꼭 하자,[일반],"https://www1.president.go.kr/petitions/584936
문재인 탄핵 청원이야 꼭 참여하자고~
- dc official App","ㅇㅇ(210.103) 2020.02.27 20:41:09
조회 212 추천 7 댓글 2",추천 7,조회 212,2020.02.27 20:41:09,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=605&page=35
2학년 3반 친구들아 잘지내자!,[일반],얼굴보고 말 못하는 찐따라서 여기에서 말해 ㅎㅎ,"ㅇㅇ(110.14) 2020.02.21 22:42:42
조회 215 추천 0 댓글 1",추천 0,조회 215,2020.02.21 22:42:42,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=604&page=35
담임 어떰?,[일반],"김진우 걸렸는데 첫인상 뭣같네
- dc official App","ㅇㅇ(211.36) 2020.02.21 09:40:40
조회 460 추천 0 댓글 16",추천 0,조회 460,2020.02.21 09:40:40,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=603&page=35
2학년 9반 배정된 1학년들 봐라,[일반],이거 너네가 버려라,"ㅇㅇ(223.62) 2020.02.21 08:45:01
조회 398 추천 0 댓글 5",추천 0,조회 398,2020.02.21 08:45:01,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=602&page=35
파딱지원,[일반],"는 린디튀김
- dc official App","ㅇㅇ(223.62) 2020.02.20 15:21:32
조회 158 추천 2 댓글 0",추천 2,조회 158,2020.02.20 15:21:32,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=598&page=35
담임 박종율인데 좆됬냐?,[일반],아,"ㅇㅇ(39.7) 2020.02.20 12:22:04
조회 470 추천 3 댓글 8",추천 3,조회 470,2020.02.20 12:22:04,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=595&page=35
고3 담임이 박종율일때 알아두면 좋은거,[일반],"너네가 3학년들 중에 제일 좆됐다는거ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
- dc official App","ㅇㅇ(211.36) 2020.02.19 20:17:40
조회 813 추천 13 댓글 3",추천 13,조회 813,2020.02.19 20:17:40,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=594&page=35
신입생들을 위한 가이드-영재학급,[일반],"동원고 신입생 중에는 상위권 대학을 노리고 영재학급에 들어갈지 말지 고민 하는 친구들이 있을 거야
그런 친구들을 위해 동원고 영재학급이 어떤 곳인지 소개해주려 해

1.영재학급에선 뭘 배우나요?
1학년에는 생명과학, 지구과학, 수학을 주제로 하는 수업을 진행해
여기서 수업이라는 게 수업 시간처럼 선생님이 칠판에 판서로 강의하는 게 아니라 매 시간 다른 테마로 실험이나 다양한 활동을 하는 거야
예를 들어 생명과학 시간에는 제시된 주제에 대해 조사하여 모둠별로 발표하고, 그 주제에 대한 실험을 진행해.
지구과학 시간에는 더 다양한 활동을 했어. 작년에는 천체 공부라면서 인터스텔라 보고 토론하기, 기상학 공부라면서 종이비행기 만들어서 날리기, 지구과학 올림피아드 풀이 같은 거 했어
수학 시간은 그냥 발표수업만 했어
참고로 영재학급에서 배우는 내용은 내신 진도와 일절 상관없어. 다른 일반고는 영재반이나 특별반에 시험문제 흘린다던데 청렴한 동원고는 그런 거 없음.

2.영재학급에 들어가면 어떤 혜택을 받을 수 있나요?
영재학급에서 진행한 활동들은 세특에 들어갈 수 있어. 참고로 생기부는 니 손으로 직접 써야 해
또 영재학급 학생들은 영재학급 전용 자습실을 이용할 권리를 받을 수 있어. 독서실처럼 지정석 제도에 칸막이와 스탠드가 있는 자습실이야. 자습실에선 개인별로 사물함도 제공되니까 상당히 큰 혜택이야.

3.영재학급의 단점은 뭔가요?
영재학급의 수업시간은 1학년 기준 화요일 야자시간이랑 토요일 오전임. 즉 화요일에 집에 일찍 못 가고 토요일에 학교 와야 함.
또 영재학급 자습실을 이용하려면 일주일에 최소 4일은 야자를 신청해야 함.

영재학급을 신청할지 고민하는 친구들을 위한 소개는 여기서 끝이야.
질문 있으면 댓글 남겨줘","ㅇㅇ(123.215) 2020.02.19 20:01:34
조회 732 추천 1 댓글 4",추천 1,조회 732,2020.02.19 20:01:34,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=593&page=35
안진모슨상 카톡 프로필 근황...jpg,[일반],"1
이미지 순서 ON

2

3

아","ㅇㅇ(182.224) 2020.02.18 21:28:40
조회 1400 추천 18 댓글 14",추천 18,조회 1400,2020.02.18 21:28:40,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=592&page=35
동원고 인서울,[일반],동원고 반에서 몇등해야 인서울 감?,"각성(119.64) 2020.02.17 23:29:06
조회 381 추천 0 댓글 7",추천 0,조회 381,2020.02.17 23:29:06,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=590&page=35
최고의 ㅅㅅ은?,[일반],"1. 이승송
2. 이상식
3. 장순섭","ㅇㅇ(125.178) 2020.02.17 17:07:41
조회 664 추천 3 댓글 6",추천 3,조회 664,2020.02.17 17:07:41,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=588&page=35
최경섭 담임됬을 때 꿀팁,[후기],걍 자퇴해 병신아,"ㅇㅇ(1.242) 2020.02.16 15:01:33
조회 856 추천 11 댓글 1",추천 11,조회 856,2020.02.16 15:01:33,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=587&page=35
이제 고3동붕이들 투표가능하니 선생들 정치질할듯ㅋㅋ,[일반],"ㄹㅇ 슨상들 전교조는 없는거같아도 사상이 거의 대깨문이던데

고3교실에서 ""지금 대통령이 잘 할수 있도록 힘을 실어줘야하는데 야당들은 발목잡기만하고 하는게 없다""  이ㅈㄹ떨면서 민주당 뽑으라고 분위기 종용할듯 ㅋㅋㅋ


물론 동붕이들 보니깐 갤주님은 역시 예스무현이라 안먹힐거같노","혼종학교동1고(211.36) 2020.02.15 22:37:13
조회 413 추천 10 댓글 3",추천 10,조회 413,2020.02.15 22:37:13,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=585&page=35
급식,[일반],"4교시 끝나고 ㄹㅇ 전쟁인가요?
막 쥰내 급식실 뛰가나요?
그리고 코로나 때문에 ㄹㅇ루 개학연기인가유?
- dc official App","ㅇㅇ(211.36) 2020.02.13 22:15:12
조회 150 추천 0 댓글 2",추천 0,조회 150,2020.02.13 22:15:12,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=584&page=35
개학연기 팩트?,[일반],"?
- dc official App","ㅇㅇ(175.223) 2020.02.13 01:07:40
조회 153 추천 0 댓글 1",추천 0,조회 153,2020.02.13 01:07:40,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=583&page=35
동원고 영재학급,[일반],영재학급에 있는 사람들 모두 공부잘하나요?,"신입(119.64) 2020.02.12 22:16:51
조회 345 추천 0 댓글 4",추천 0,조회 345,2020.02.12 22:16:51,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=582&page=35
3학년 올라가는 동붕이들 담임 언제나오냐,[일반],"2월말에 나오나
- dc official App","ㅇㅇ(222.251) 2020.02.09 17:14:57
조회 148 추천 0 댓글 1",추천 0,조회 148,2020.02.09 17:14:57,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=579&page=35
수원갤 펌))수능끝난 고3이쓰는 동원고 쌤,[후기],"이승송(수학) : 야자튀는거 절대 안봐줌 



지형곤(체육) : 처음에 존나 굴렸음 
그 외에는 평범함 

정충호(영어) : 환단고기를 즐겨읽었던 분임 
예전에 그거 주작이라고 했는데 지금은 어떤지 모름 

송기중(한국사) : 수업할때 아재개그 엄청침 newspaper 신문왕은 아직도 기억남 

김영배(국어) : 동원고 전설 재밌는 쌤임 옛날에 얘들 엄청 팼었던거 같음 
나한테만 그랬는지 모르겠는데 복도에서 만나면 도서관으로 끌고가서 안부물어봤음 
또 가끔 복도에서 니킥으로 치고 아무렇지도 않게 감 

정무사(국어) : 되게 젊잖은 쌤 되게 착한편임 
대학교 다닐때 첫사랑 얘기많이함 

정영수(화학) : 1학년때 융합과학은 어렵지 않았는데 화학1보충수업 들어보면 아무겄도 모르겠음 절대 듣지마셈 

안진모(국어) : 수업할때 말하다가 갑자기 목소리가 엄청커짐 
막 빡친거 같이 말하는거 같음 

이세호(사회) : 경상도 사투리를 함 
말끝에 ~노를 써서 말해서 뭔가 이상했음 
- dc official App","그그 2018.04.08 23:56:32
조회 2269 추천 1 댓글 1",추천 1,조회 2269,2018.04.08 23:56:32,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=83&page=35
